Sentence,Surprise,Split
I guess I was thinking I would get a round attractive breast.,1,0
"I realized yesterday, as I was talking to my sisters, how much my illness had affected others in my life.",1,0
I was surprised how much iodine levels effect hair and nails.,1,0
I didnt even know there were different types.,1,0
My life at that time was turned upside down and I couldn't believe this was happening to ME !!,1,0
Wow thought this looked like a good place to get first hand experiences but guess I was wrong.,1,0
"Hi Tee,
   This is fava, wow what a turn of events!!!",1,0
I am so sorry to hear this sad news.,1,0
It is to see if my cancer left the prostate and if not I am going to go for the Davinci so my fingers and toes (yes both) will be crossed until then.,1,0
"I do understand that those of us with a cancer diagnosis want to reach out to others and often the last thing they want to talk about is cancer..I'm 51 years old and even though I am pretty computer literate I don't have any experience on chat sites so I was a bit thrown off when I got on the site, was warmly welcomed, asked what they were talking about and the topic of conversation was sex..by no means am I a prude but it was ""how often""  ""when was the last time""..etc..thats when I decided the discussion boards were more for me..I am not judging here and I know one negative experience should not taint the entire site it just threw me for a loop I guess at a time when I didn't need another loop to be thrown at me!",1,0
And I agree with Tulip66 - we just saw <PERSON> last night and it was really a great film to lift your spirits.,1,0
wow after reading all these posts we have this issue in common more then I THOUGHT...,1,0
"yes i'm back to pick your brains again, i have read that a tumor grows slowly and over a number of years before you actually find it in most cases, if that is so, why do some spread into lymph nodes and some don't?",1,0
The very serious doctor mentioned the dreaded word and I was like 'really?'.,1,0
I noticed it only when they ran my taxotere in to fast as long i had a slow drip i had no problems you can suggest that i had to often.,1,0
I had four A/C in 2002 found out this week I have liver mets so the fight is on to stay alive.,1,0
Congrats on all the good news!,1,0
"It amazes me how we do get used to these strange, new things.",1,0
"I actually looked forward to my <PERSON> ,it was a good seven hour escape from home!!!",1,0
It was just such a surprise to have anxiety over something that really wasn't that serious.,1,0
I was thinking when I was diagnoised with intermediate PC earlier this year at 68 that I was too young since my Dad didn't get it until 78.,1,0
I know I was so surprised to find out that he was just a kid and started that amazing foundation.,1,0
"Last Wednesday, 4/11, I got the results of yet another good scan.",1,0
"I lately, had often wondered how you were doing...the news is very pleasing to hear !!",1,0
"?I don't know anymore...on one side, I'm glad that it was there or I would never have found the breast cancer...it didn't show on the mammo...but to then find out it's not even related?",1,0
"Omg, I haven't thought of bunco in forever.",1,0
"thank you i totally get that mid week thing....sunk so low yesterday and today i surprised myself as felt bit better , trying to figure out what was different.had a walk in morn then vol work small amount followed by lunch and a giggle with a dear friend then another walk home .",1,0
"So, <PERSON> had knee surgery EONS ago~ I wondered why this found its way to the top of the boards again, and now we all know.",1,0
then they are surprised to hear I never had one.,1,0
Yeah for the great news.,1,0
I saw it on the film at the surgeons office in October and it was a small pinhead size.,1,0
She never let on how ill she was.,1,0
Tinker really makes you nervous?,1,0
"At that time there was a  nodule on the left lung, and suspicious spots on the right.",1,0
I decided on surgery by Dr. <PERSON> at Mass General Hospital and I was impressed with his 22 year history of just doing this proceedure.,1,0
Has anyone else noticed this?,1,0
Don't know what is going on there.,1,0
My jaw dropped as I was eating supper last night and saw the news......,1,0
I had no idea the dollars for research and funding were in such disproportion.groundhog,1,0
"Future, I never heard about the radioisotope tagging, but it sounds interesting.",1,0
"<PERSON>, there are always bumps and left turns and unexpected surprises.",1,0
"<PERSON> to hear your nodes are negative, that's great news.",1,0
"I rang it loudly, too, for all of us.",1,0
"I was very surprised when she asked my yesterday about trying some form of treatment again, she said she doesn't want to give up.",1,0
By the way the hair is back and tho it was a very nice <PERSON> before it is now as dark as it was in high school.,1,0
So exciting to hear about all the wonderful,1,0
I wonder how my life will be limited after treatment.,1,0
"I just found out today that my grandmother, 73 years old, has Stage 4 lung cancer that has also spread to her liver.",1,0
Hmmmm....I can't believe noone has any opinions or info about this..,1,0
Needless to say that with the recent diagnosis of my partner live has become full of darker skies.,1,0
So wonderful to see that he has done so well!,1,0
I am so shocked and so saddened by your recurrence.,1,0
Lordy Lordy Look who's 40!,1,0
I can not believe it took me 3 weeks to lose just 1 pound!,1,0
she did a mri to see if it has spread to her brain.,1,0
"Great to hear the new, Sistersue2!",1,0
It's a wonderful feeling to share good news with others.,1,0
"When you wrote to us that Rafeal was on hospice care, I thought NO it cannot be!",1,0
Great news that you are 1 hour away from Mayo!,1,0
"We were under the impression that was within normal range, however, the report from the urologist states ""elevated psa"", under clinical history.",1,0
"At my last checkup my doc said ""you look so healthy"" and was delighte!",1,0
Great news and double Great news at that!,1,0
The good news is that they are all over this.C,1,0
I hope that good news continues to come and I will keep you in my prayers that this is so.,1,0
Did anyone else gain weight while they were on chemo?,1,0
"congratulations, you have had some wonderful new lately!",1,0
never smoker diagnosed stage 3b adenocarcinoma on july 27th 2009 just finished chemo and getting ready to start tarceva...i would love to talk with you.,1,0
"They say it's a small tumor, but I'm still in total shock as she quit smoking almsot 40 years ago.",1,0
A week after last Taxol started 25 daily Rads.,0,1
Very interesting information on these types of procedures.,0,1
Lots of information and the cancer should be tested for biological markers to identify what treatment will work best.,0,1
In your previous post you mentioned that those image studies were negative.,0,1
"However, if he is, I would like the opportunity to be able to discuss such things with him before he is unable to do so.",0,1
"Nor do I believe that the Pharmaceutical Companies and all the doctors all around the world are hiding a cure, I can't imagine such a universal collusion about such an earth-shattering find =) Impossible to hide such a thing, except maybe in a <PERSON> novel, :0 !stayingcalm",0,1
I came across some information about this experimental drug - Alimta on WWW.Medlineplus.com and would like to know if anyone have some good information about this or have tried this drug.,0,1
Finding out what worked was truly trial and error and don't be afraid to try weird stuff.,0,1
I was diagnosed with sclc in May 2002.,0,1
After 9 months on Tamoxifen I started spotting.,0,1
God Bless You.... My dad was diagnosed with lung cancer in November of 05.,0,1
The next two weeks were filled with lots of tests.,0,1
I have a few questions since I'm not sure what to expect.,0,1
The cancer has spread to her left lung now.,0,1
"It is a more active site for lung cancer, and very likely also small cell lung cancer.",0,1
"It was like a magic ointment, and was the only thing that really did the trick.",0,1
Thanks for reminding me to refocus on my prayer.,0,1
One day I walked into a friends apartment and he was eating a nectarine.,0,1
I get my FIRST Taxol treatment on Friday.,0,1
"However, the rest of us can certainly venture a guess as to some of Ms. <PERSON>'s <PERSON>al issues, reflected through such a ridiculous comment.",0,1
Yes some people's immune systems are really affected by the chemo.,0,1
My father just turned 55 and he is very healthy otherwise.,0,1
"My actual dx was Stage 1a NOMO (small tumor no lymph node involement , no mets:  This information is readily available on the internet.",0,1
"I am not exactly healthy, but I am very much alive and intend to be for a long time.",0,1
"Unfortunately, I had the same problem last week for my first treatment.",0,1
The fear of reoccurence is always in the back of your mind but it doesn't have to be the main focus of your everyday life.,0,1
I am so glad you got through with flying colors!,0,1
They are a wealth of info and support groups.,0,1
"You are the best, dear daft sod.",0,1
"!Thank you all, and I hope the best!!!",0,1
"I went thru radiation, which was really a breeze, nothing more than a sunburn.",0,1
I am so grateful for you and the other ladies on this forum.,0,1
"I am now thinking of the surgery and coming out of it, inasmcu as this is a very serious procedure.",0,1
Was thinking about you last night and was wondering why we havn't heard from you in awhile.,0,1
Welcome-Jennifer--the posters above have offered many excellent suggestions.,0,1
My grandson was in the ICU when he was born and I know how hard it is to see them in there.,0,1
It has been 5 years since diagnosis and I finally feel like I have a life to live.,0,1
When the white is low you are more likely to get sick from low ammune system.,0,1
I feel fortunate (most times) to have him.,0,1
That is what I had to do because He can handle this and I can't.,0,1
Well the doctor who was going to do it noticed a nodule and said to get that checked out first.,0,1
So happy for you I think we're all on a high.,0,1
"Contact your local ACS office to find out where and when the next 'Look Good, Feel Better' class wil be in your area.",0,1
The tumors in her brain were gone shortly after the radiation was over.,0,1
"Also, be careful of pain in the leg that won't go away.",0,1
I don't believe that you can put a definite time limit on side effects.,0,1
I never see anyone on to chat with so maybe you and can have a chat  I'm a surviver of lung cancer 2 times.,0,1
"Hi, I just saw (11/04) that Alimta has been approved by the FDA.",0,1
Still tender in that area when I sit the wrong way.,0,1
I had chemo and radiation and here I am over 8 years later.,0,1
"My grandpa, her dad also died of lung cancer, also at age 54.",0,1
I can feel the love you share just from reading your posts.This is wonderful news and I will continue to pray for your wife daily.,1,1
Went for the results of the most recent ct. A portion of the tumor has started to grow.,1,1
"So like you, I've been on pins and needles for a month, awaiting some kind of results.",1,1
I used that as well and mine grew like crazy!,1,1
It amazes me that people from Europe and Central America are also on this website.,1,1
"  I am by no means a Doctor, but this does not sound like any cancer I have read sbout.",1,1
That is wonderful news that your nodes were negative.,1,1
Woke up today and it is like nothing happened.,1,1
"Oh, she must mean she a TATTOO artist!",1,1
"Some studies from Japan, which interestingly has published a lot of papers on this procedure, show a fairly high rate of ED issues but the studies all involved rather small cohorts.",1,1
"Ordered it medium rare, came well done...lol!",1,1
It's a nice surprise and much needed pick me up.,1,1
I think I was dealing with everything okay until I developed the devastating diagnosis of Osteonecrosis of the Jaw.,1,1
I will follow up on this.. never heard of an margine=never saw  or heard of any such info.,1,1
"What a beautiful day, and you will have many more with Lincoln.",1,1
"It's really irritating, and i am beginning to wonder if this is normal?",1,1
Like he said he is not a prophet.,1,1
"i was on prozac, then found out it wasn't good with my tamoxifen.",1,1
I hope you will stay in touch and let us know what you find out.,1,1
"Had nose bleed last night that pretty much scared us all to death, but was able to get it stopped.",1,1
"Wow, I shouldn't be in this post.",1,1
We have never been surprised by a road game for years now.,1,1
I JUST TURNED 50 PSA LEVEL ONLY 2.8 DOCS NOT CONCERNED I DIDNT FEEL HAPPY WITH IN MY MIND WENT TO A UROLOGIST ENDED UP GETTING BIOPSY .,1,1
I didn't but I sure do now.,1,1
This is great news Kat that you're doing well.,1,1
I didn't know and lucky for me my medical caseworker called I couldn't talk right my tongue was swollen.,1,1
I looked and looked again...IT WAS MY NEIGHBOR on the ground!,1,1
coming to this site was a God send to me.,1,1
"My oncologist and several others recommended Claritin for something, maybe it was for the neuropathy that came from A/C and  Taxol?",1,1
why is it all your hair falls out from all over your body from chemo...Except that one confounded old lady chin hair...my hair came back thin and slow but I now have 8 of those chin hairs?!?!?,1,1
"I went through surgery, chemo, and reconstruction....then I find it accidentally!",1,1
"A friend's cat scan shows ""nodues""in his right lung upper lobe and the doctors aren't sssure if it is or is'nt cancer.",1,1
Anyways that doctor said Mom only had 6 months to a yr. to live....well guess what????,1,1
"I was horrified, but they grew back very quickly.",1,1
"They are getting better now, but they stuck with me for a long time...wait---what was I talking about????",1,1
wow I just noticed this was an old post!,1,1
We are waiting on the test to come back on the pathology of the cancer to figure out what the mutations are.,1,1
Didn't know it was lung cancer bunnie...there is a new drug out called <PERSON> I'd reommend you look into.,1,1
My doctor said that I am not a candidate for Watchful Waiting because of the Gleason Score.,1,1
and why when when your hair starts to grow back it grows in aplace no one would notice?????,1,1
I had no clue...Thanks so much for the information.,1,1
"3 days ago, i also recd bad new from the doc about my dad.",1,1
I have not read anything so clearly explained when dealing with post-op PSA scores.,1,1
I am not sure if that is why he did it or if it was standard procedure for him.,1,1
<PERSON> - good news - eyebrows and eyelashes come back quickly!,1,1
I still have to push but I have more strength and that  didn't just happen.,1,1
I have 19% growth from scan in Dec to Feb in my left lung.,1,1
My mum has recently been diagnosed with the above and I am desperate for positive news on survivors.,1,1
“The real indicator of cancer is the biopsy and DRE?”Not the Gleason Score?,1,1
I never did have to hold my arm still that long.,1,1
But the lab report says low grade Phyllodes.,1,1
"I always thought of all the other people I saw going through their treatments, and their diagnosis were way worse than mine.",0,2
Isn't it wonderful to have something to rejoice about during the journey?,0,2
I have a portable tank that I got a backpack carrier and I really like it as it frees both your hands.,0,2
All different types of people were there as cancer really doesn't discriminate.,0,2
Now we can really celebrate when we get together for lunch!,0,2
"You have found the right place for encouragement, advice and a great place to vent when things get too tough.",0,2
"thanks a lot for the well wishes, i am keeping my faith, god's grace has brought me thus far.",0,2
Our winter has been very mild.....not the first snow flake!,0,2
I hope <PERSON> has a huge celebration planned for you.,0,2
"You can also find information on this procedure on The Colon Cancer
Project-(word search in your Browser)-this a comprehensive site dealing with conventional,
experimental and alternative therapies.",0,2
The final killer of his appetite was the pain meds they gave him.,0,2
I thought this would help my a little.,0,2
"Good thoughts for you and yours.Best,Hopeful PS Use of Avodart before rad",0,2
Pet Scan Cat Scan MRI To the Brain.,0,2
It sounds really scary but try not to worry about the surgery too much.,0,2
Are insurance companies paying for any prophylactic mastectomies?,0,2
I don't know how long someone should stay with me after surgery and what to expect.,0,2
"After what you've been through why should you
have to live up to standards that you don't expect others to do??",0,2
The closest I believe is like an hour away.,0,2
"Just be sure to relax for the first week, even if you feel great!",0,2
Thank you for all your postings...you are a wise and thoughtful woman.,0,2
I have to drive a hour each way.,0,2
"PS if you don't understand some of these terms, please ask...we sometimes type using buzz words and short cuts to wordsss",0,2
Definitely sending thoughts that things r painlee and peaceful.,0,2
Wishing you a successful surgery and a quick recovery!,0,2
"I had a nodule in my lower left lobe, same size as yours.",0,2
"Even if you just need to vent we will be here to listen.Stay strong,
<PERSON>",0,2
"After swallow tests, esophagus probes and other procedures found no problems, an Ear/Nose/Throat doctor prescribed 1.25 MG of diazapam per day.",0,2
Last pet scan  showed that here tumor has shrunk  90%.,0,2
"I, too, had a very emotional day yesterday.",0,2
You can find out more about why they do this and where they will be at pinkfiretrucks.org,0,2
My arms were getting wire-like black hairs on them.,0,2
The shortness of breath when you bend over is completely natural.,0,2
Everyone here is really great and I look forward to hearing from everyone and getting to know you all.,0,2
"Thanx so much Family....Gamma Knife went well, older GF showed great success I found out on the other tumors, and body is NED.",0,2
It has been down for several days now.,0,2
Sounds like you blazed the trail for her and I'm sure provided all your wisdom along the way.,0,2
no tumors were found after the pet scan.,0,2
1st post op PSA at 4 weeks was 26.,0,2
"Hi Terrified,Sorry you had to join our club that no one wants to join.",0,2
"After a recent scan, it was discovered to also be in her lymph nodes.",0,2
"I was blessed to hear ""it's all clear"" after todays mammo!!",0,2
"As a nation facing exponentially rising health care costs in general and prostate cancer costs specifically, we should be embracing new treatment options that successfully treat cancer, reduce side effects, and lower overall insurance and Medicare costs.One thing to be aware of regarding this study.",0,2
Cancer is back in the left lung and now I have it in the right lung with lymph nodes involved.,0,2
Your frustration sounds all too familiar!,0,2
"Hi <PERSON>, so happy to see you posting.",0,2
So sorry <PERSON> for the loss of <PERSON>.,0,2
funny Joe!I needed that and let loose on a big belly laugh!,0,2
Thank you so much for anyone who took time to read and answer this.,0,2
But you just can't beat a chocolate covered cherry martini!,0,2
I arrived at the hospital about 10 a.m. and left about 5 p.m.,0,2
He is also fluent in twelve languages.,0,2
"It really is short but I didnt care, I just kept thinking about what Traci said, to pretend like you intended it that way!!!",0,2
I will have cafe au lait and beignets and be holding your hand.,0,2
Any and all information regarding mastectomies would be great.,0,2
The sagga just continues with the strangest twists and turns...,1,2
"But the one thing that helped me more than anything else was a TV show called ""Dead Like Me.""",1,2
I'm really surprised that you aren't staying at least overnight.,1,2
That plus radiation is statistically as effective on early stage cancer as a mastectomy.,1,2
You would never know he had surgery less than 5 months before we started this vacation.,1,2
I am new to this site and love reading about the success of treatments!!,1,2
"Now I've just completed the third series of 4-treatments, and waiting for the CAT scan, to be done in the middle of next week.",1,2
Congrats....how exciting..I love reading GOOD NEWS...I have two grandsons...their mom and boys live with us..can't beat it...<PERSON>..,1,2
this doc is very casual about something this serious!,1,2
... ornament and chocolate -- what a lucky gal you are!!,1,2
What a sweet surprise to find those lovely gifts and letters waiting for you!,1,2
I think this board could maybe use some good news.,1,2
"  Way to go girl --We'll be dancing in the streets tonight -- Apple, Peaches, Pumpkin Pie who's not ready holler I, lets all play hide and seek....This is great news :)  time to celebrate with some cranberry juice.",1,2
"Hopeful,That was really good news to see this morning.",1,2
"The Times Square ball drop, and the Rose Parade!!",1,2
I just don't want to find out if I have cancer again.,1,2
it sure feels good to be done doesn't it!,1,2
"Unfortunately, the bad news kept on coming yesterday.",1,2
"I believed that I had studied it all and come to the only logical conclusion, but your comments, added to those previously posted, make me wonder if I am indeed rushing.",1,2
"FWIW, I think you received much more radiation in the study over 8 weeks than most of us received in a week.",1,2
Wonderful to hear you are celebrating your 1st Cancerversary!,1,2
And thanks for sharing the GOOD news about yourself.,1,2
Maybe someone overlooked that info and you need to inquire.,1,2
"Good news and good luck with radiation!Hugs, Jan",1,2
Sexually getting some results with Levitra but takes lots of work but it sure is better then I thought.,1,2
All of the drs and all of our family and friends were shocked.,1,2
"It was what he wanted, but a painful surprise to me.",1,2
"Then something else happens, something you would have never expected something like this.",1,2
"Well, come to find out the culprit was the Gym;  some chest exercises.",1,2
"And there's magic mouth wash, that's amazing for mouth sores, it's a prescription.",1,2
We were all wondering how you were doing!,1,2
"Average snowfall in April is 7"" but the Airport has had 43"" and downtown 40"" - not only the snowiest April but the snowiest month on record!",1,2
"Oh those blessed words, CANCER FREE!",1,2
I am not normally a sweaty <PERSON> but am surprised how I don't sweat anymore.,1,2
I'm surprised you were threatened with a law suit.,1,2
"For me, A/C wasn't bad - Taxol was.",1,2
"I knew she has had a rough six months, but did not realize how sick she was.",1,2
I didn't know we had so many Wisconsin girls.,1,2
"What a horrific experience but have had no pain after 9 weeks but breathing is still difficult under various situations; brisk walking, etc.",1,2
Wow...all I can say is that the people on this blog are really good people.,1,2
"Apparently, one of her lungs looked like ""fireworks"" going off.",1,2
I couldn't believe my ears.,1,2
I was mystified AND appalled.,1,2
WOW what a difference that made!,1,2
This new brain met is in the back of my brain this time.,1,2
"I was suppose to start the Femara the 1st of the month and have not because of the negatives,  well you have made me re think it, I will start tomorrow.",1,2
What a wonderful thing to do for <PERSON>.. you are a very special lady..,1,2
"My husband is brave and he fought all the way, but injecting chemo into his spinal fluid with not much of a prognosis has left us with welcoming hospice care.",1,2
"Wow, you were very young for breast cancer.",1,2
"But I'm wondering, am I the only one that can feel the pump rubbing the bottom of the inside of my scrotum?",1,2
My oncologist was surprised to see the hair a couple weeks ago.,1,2
"Prior to the thoracentsis, i had a ct csan and the dr said i prolly had pneomonia but no cancer.",1,2
Hard to believe a cancer center would handle things this way.,1,2
I hope all your news is that good!!,1,2
My radiologist missed mine for 9 months - now I have a very big tumor behind the scar of an old one.,1,2
